date_today,store_id,pr_sku_id,pr_group_id,pr_cat_id,pr_subcat_id,pr_uom_id,st_city_id,st_division_code,st_type_format_id,st_type_loc_id,st_type_size_id,lag_0,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,lag_13,lag_14,lag_15,lag_16,lag_17,lag_18,lag_19,lag_20,lag_21
2023-07-18,c81e728d9d4c2f636f067f89cc14862c,930569d31168ec975f903e5dc06e8deb,c74d97b01eae257e44aa9d5bade97baf,c559da2ba967eb820766939a658022c8,e06f5ed77191826c212c30722f2cc5a2,17,908c9a564a86426585b29f5335b619bc,429a86ff6336c144ddaf6144f52ab52c,1,1,8,4.0,12.0,7.0,12.0,5.0,9.0,3.0,4.0,4.0,9.0,6.0,1.0,6.0,4.0,7.0,7.0,3.0,3.0,9.0,11.0,9.0,7.0
2023-07-18,1ecfb463472ec9115b10c292ef8bc986,f84ce1249cc0588fe9cddeaac0f3ae50,aab3238922bcc25a6f606eb525ffdc56,46771d1f432b42343f56f791422a4991,85f002cb15e42f0262338886dd29bf1e,17,908c9a564a86426585b29f5335b619bc,429a86ff6336c144ddaf6144f52ab52c,2,1,28,3.0,4.0,2.0,1.0,2.0,3.0,5.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0
2023-07-18,c81e728d9d4c2f636f067f89cc14862c,632d19c12f7837dc216f759430694f11,aab3238922bcc25a6f606eb525ffdc56,46771d1f432b42343f56f791422a4991,28e2fca7301d99378e09f107e91808a0,1,908c9a564a86426585b29f5335b619bc,429a86ff6336c144ddaf6144f52ab52c,1,1,8,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,Nan,Nan,Nan,Nan,Nan
2023-07-18,1ecfb463472ec9115b10c292ef8bc986,8b5beb776da3223faf1f066d5772dc2b,aab3238922bcc25a6f606eb525ffdc56,9701a1c165dd9420816bfec5edd6c2b1,8afe22eeb3f3f68de994a3c60388858c,1,908c9a564a86426585b29f5335b619bc,429a86ff6336c144ddaf6144f52ab52c,2,1,28,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0
2023-07-18,f7e6c85504ce6e82442c770f7c8606f0,e3334f5df6c5bf053070749a5f70fbc5,c74d97b01eae257e44aa9d5bade97baf,c559da2ba967eb820766939a658022c8,130d817d8b3f616e97c555ec57946aec,17,3202111cf90e7c816a472aaceb72b0df,32586311f16876abf92901085bd87b99,1,1,12,3.0,5.0,10.0,12.0,10.0,8.0,5.0,7.0,54.0,3.0,1.0,5.0,8.0,7.0,7.0,7.0,4.0,4.0,3.0,3.0,5.0,4.0
2023-07-18,42a0e188f5033bc65bf8d78622277c4e,a9e6d9a4ffe9ece67328c36bf09741bc,6512bd43d9caa6e02c990b0a82652dca,e58cc5ca94270acaceed13bc82dfedf7,c0a667df8f0d6ee98dda972b0870fabf,1,b8b4b727d6f5d1b61fff7be687f7970f,da742b3cfca5388aaf9af28a726a3c30,1,1,12,4.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,0.0,4.0,1.0,1.0,2.0,1.0,5.0,2.0,1.0,2.0,4.0,3.0,2.0,1.0
2023-07-18,c81e728d9d4c2f636f067f89cc14862c,a6b9d339b86d7e8e1f665b06c3310261,aab3238922bcc25a6f606eb525ffdc56,3de2334a314a7a72721f1f74a6cb4cee,0f3abfd67959c079e7b3759440e7415c,17,908c9a564a86426585b29f5335b619bc,429a86ff6336c144ddaf6144f52ab52c,1,1,8,6.0,13.0,11.0,9.0,9.0,6.0,5.0,9.0,6.0,18.0,23.0,4.0,7.0,5.0,6.0,10.0,14.0,7.0,15.0,5.0,9.0,5.0
2023-07-18,6364d3f0f495b6ab9dcf8d3b5c6e0b01,dfb085b0647b9ee8ce010670d1e30ab6,c74d97b01eae257e44aa9d5bade97baf,c559da2ba967eb820766939a658022c8,e06f5ed77191826c212c30722f2cc5a2,17,b8b4b727d6f5d1b61fff7be687f7970f,da742b3cfca5388aaf9af28a726a3c30,1,1,12,3.0,2.0,6.0,3.0,1.0,3.0,5.0,5.0,2.0,5.0,3.0,10.0,5.0,4.0,4.0,10.0,4.0,6.0,4.0,6.0,3.0,4.0
2023-07-18,c81e728d9d4c2f636f067f89cc14862c,efe0522512ae92bff7f12e5d5c93e8d9,c74d97b01eae257e44aa9d5bade97baf,1bc0249a6412ef49b07fe6f62e6dc8de,68f204f3838bfee4ada868b66e6a0814,17,908c9a564a86426585b29f5335b619bc,429a86ff6336c144ddaf6144f52ab52c,1,1,8,2.0,2.0,4.0,6.0,2.0,5.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,6.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0
2023-07-18,42a0e188f5033bc65bf8d78622277c4e,1d2448c22721c94bb0264cf52598522f,c74d97b01eae257e44aa9d5bade97baf,1bc0249a6412ef49b07fe6f62e6dc8de,1507fc0175c1ff0cf4440105bc6f93e6,17,b8b4b727d6f5d1b61fff7be687f7970f,da742b3cfca5388aaf9af28a726a3c30,1,1,12,56.0,63.0,83.0,88.0,86.0,82.0,99.0,92.0,40.0,91.0,70.0,90.0,93.0,71.0,48.0,87.0,72.0,88.0,121.0,74.0,53.0,41.0
2023-07-18,42a0e188f5033bc65bf8d78622277c4e,a4680e47cdf0ef37aeb19717a9d1968c,aab3238922bcc25a6f606eb525ffdc56,9701a1c165dd9420816bfec5edd6c2b1,c01c475ac8d447730ece97d846cc4f25,1,b8b4b727d6f5d1b61fff7be687f7970f,da742b3cfca5388aaf9af28a726a3c30,1,1,12,3.0,0.0,4.0,2.0,3.0,0.0,0.0,2.0,2.0,3.0,1.0,4.0,3.0,3.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,3.0
2023-07-18,fa7cdfad1a5aaf8370ebeda47a1ff1c3,f04f77c7c1689068a3856503098ad8ad,c74d97b01eae257e44aa9d5bade97baf,f3173935ed8ac4bf073c1bcd63171f8a,cf6faa5b09823f159e09a786cba0dd88,1,885fe656777008c335ac96072a45be15,296bd0cc6e735f9d7488ebc8fbc19130,1,1,12,2.0,3.0,6.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0
2023-07-18,fa7cdfad1a5aaf8370ebeda47a1ff1c3,d5bfeecaaa47887a4b92d17fa55c2e18,c74d97b01eae257e44aa9d5bade97baf,c559da2ba967eb820766939a658022c8,1e2248e0a1305fdf1dca5510e06a2b96,17,885fe656777008c335ac96072a45be15,296bd0cc6e735f9d7488ebc8fbc19130,1,1,12,42.0,18.0,78.0,40.0,70.0,62.0,62.0,57.0,37.0,69.0,40.0,72.0,52.0,15.0,40.0,44.0,59.0,82.0,71.0,59.0,67.0,27.0
2023-07-18,f7e6c85504ce6e82442c770f7c8606f0,6d8bf88f6daf3b37de081afcf75ec6cf,c74d97b01eae257e44aa9d5bade97baf,c559da2ba967eb820766939a658022c8,e06f5ed77191826c212c30722f2cc5a2,17,3202111cf90e7c816a472aaceb72b0df,32586311f16876abf92901085bd87b99,1,1,12,15.0,18.0,24.0,34.0,37.0,22.0,21.0,19.0,8.0,9.0,22.0,28.0,12.0,5.0,11.0,5.0,7.0,17.0,21.0,11.0,9.0,4.0
2023-07-18,42a0e188f5033bc65bf8d78622277c4e,cfb54b1ce12bb3f9b6b9e2ea0b57414b,c74d97b01eae257e44aa9d5bade97baf,1bc0249a6412ef49b07fe6f62e6dc8de,68f204f3838bfee4ada868b66e6a0814,1,b8b4b727d6f5d1b61fff7be687f7970f,da742b3cfca5388aaf9af28a726a3c30,1,1,12,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0
2023-07-18,f7e6c85504ce6e82442c770f7c8606f0,88d7313785c97631bf3df61e70636491,aab3238922bcc25a6f606eb525ffdc56,9701a1c165dd9420816bfec5edd6c2b1,567115097ac405a46a84ef641c2d7069,1,3202111cf90e7c816a472aaceb72b0df,32586311f16876abf92901085bd87b99,1,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-18,f7e6c85504ce6e82442c770f7c8606f0,c68cce0f709db5a976ee5324bbdaec98,aab3238922bcc25a6f606eb525ffdc56,186a157b2992e7daed3677ce8e9fe40f,8d306de2ac1bbd5dd1957387ea03d821,1,3202111cf90e7c816a472aaceb72b0df,32586311f16876abf92901085bd87b99,1,1,12,2.0,2.0,5.0,5.0,0.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0
2023-07-18,f7e6c85504ce6e82442c770f7c8606f0,3474f0e025c7deb7e127a35763bc5512,c74d97b01eae257e44aa9d5bade97baf,1bc0249a6412ef49b07fe6f62e6dc8de,ca34f669ae367c87f0e75dcae0f61ee5,17,3202111cf90e7c816a472aaceb72b0df,32586311f16876abf92901085bd87b99,1,1,12,4.0,4.0,10.0,11.0,9.0,5.0,7.0,6.0,10.0,1.0,3.0,11.0,17.0,2.0,12.0,8.0,7.0,10.0,9.0,10.0,5.0,4.0
2023-07-18,6364d3f0f495b6ab9dcf8d3b5c6e0b01,194adbcaa46104c43d41ad4f23c18407,c74d97b01eae257e44aa9d5bade97baf,1bc0249a6412ef49b07fe6f62e6dc8de,1507fc0175c1ff0cf4440105bc6f93e6,17,b8b4b727d6f5d1b61fff7be687f7970f,da742b3cfca5388aaf9af28a726a3c30,1,1,12,9.0,8.0,3.0,10.0,4.0,4.0,10.0,7.0,6.0,6.0,5.0,6.0,7.0,10.0,9.0,3.0,7.0,7.0,3.0,1.0,6.0,4.0
2023-07-18,fa7cdfad1a5aaf8370ebeda47a1ff1c3,b610088ddf586449793d3c6da70d4c56,c74d97b01eae257e44aa9d5bade97baf,f3173935ed8ac4bf073c1bcd63171f8a,5fd72b9fc7118bd36a137d7cea8c588a,1,885fe656777008c335ac96072a45be15,296bd0cc6e735f9d7488ebc8fbc19130,1,1,12,8.0,8.0,9.0,13.0,13.0,9.0,10.0,10.0,6.0,11.0,13.0,14.0,9.0,8.0,9.0,7.0,13.0,11.0,15.0,10.0,8.0,12.0
2023-07-18,42a0e188f5033bc65bf8d78622277c4e,5aa2f6e00873f8c90b00cd15d670daa1,c74d97b01eae257e44aa9d5bade97baf,c559da2ba967eb820766939a658022c8,34d2777e78ccf007523e2dd1fcea6b2d,17,b8b4b727d6f5d1b61fff7be687f7970f,da742b3cfca5388aaf9af28a726a3c30,1,1,12,5.0,6.0,12.0,16.0,9.0,4.0,4.0,6.0,15.0,13.0,11.0,11.0,11.0,8.0,6.0,4.0,12.0,15.0,8.0,7.0,6.0,3.0
2023-07-18,6364d3f0f495b6ab9dcf8d3b5c6e0b01,fe50ae64d08d4f8245aaabc55d1baf79,aab3238922bcc25a6f606eb525ffdc56,28fc2782ea7ef51c1104ccf7b9bea13d,b3e70d072fc648f6934c288e44f5c35e,1,b8b4b727d6f5d1b61fff7be687f7970f,da742b3cfca5388aaf9af28a726a3c30,1,1,12,9.0,11.0,14.0,22.0,7.0,6.0,11.0,7.0,5.0,9.0,13.0,12.0,6.0,6.0,6.0,8.0,9.0,18.0,20.0,12.0,9.0,4.0
2023-07-18,6364d3f0f495b6ab9dcf8d3b5c6e0b01,7708533936cc9e00273ae5700d3bc8d5,aab3238922bcc25a6f606eb525ffdc56,9701a1c165dd9420816bfec5edd6c2b1,567115097ac405a46a84ef641c2d7069,1,b8b4b727d6f5d1b61fff7be687f7970f,da742b3cfca5388aaf9af28a726a3c30,1,1,12,0.0,2.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0
2023-07-18,1ecfb463472ec9115b10c292ef8bc986,f3cb960ba923385b85cd01f0f15b1510,aab3238922bcc25a6f606eb525ffdc56,9701a1c165dd9420816bfec5edd6c2b1,567115097ac405a46a84ef641c2d7069,1,908c9a564a86426585b29f5335b619bc,429a86ff6336c144ddaf6144f52ab52c,2,1,28,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0
2023-07-18,fa7cdfad1a5aaf8370ebeda47a1ff1c3,4e2b6b1dddc1ece38fbbaddad13c8e11,c74d97b01eae257e44aa9d5bade97baf,c559da2ba967eb820766939a658022c8,c82ad41dea071d88197835420ab24d04,17,885fe656777008c335ac96072a45be15,296bd0cc6e735f9d7488ebc8fbc19130,1,1,12,2.0,9.0,7.0,7.0,1.0,6.0,4.0,3.0,2.0,8.0,6.0,4.0,5.0,3.0,4.0,6.0,3.0,6.0,2.0,6.0,3.0,7.0
2023-07-18,c81e728d9d4c2f636f067f89cc14862c,c0d1aa91dad6cb774a8348aaef0b15de,aab3238922bcc25a6f606eb525ffdc56,9701a1c165dd9420816bfec5edd6c2b1,b81668e0b714d070d01699118c6d6f8c,1,908c9a564a86426585b29f5335b619bc,429a86ff6336c144ddaf6144f52ab52c,1,1,8,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0
2023-07-18,fa7cdfad1a5aaf8370ebeda47a1ff1c3,5a106bc85bf017f97a9afcda66b93f01,aab3238922bcc25a6f606eb525ffdc56,9701a1c165dd9420816bfec5edd6c2b1,c01c475ac8d447730ece97d846cc4f25,1,885fe656777008c335ac96072a45be15,296bd0cc6e735f9d7488ebc8fbc19130,1,1,12,4.0,1.0,2.0,1.0,4.0,1.0,2.0,6.0,4.0,0.0,3.0,6.0,3.0,3.0,1.0,3.0,3.0,3.0,5.0,2.0,1.0,1.0
2023-07-18,fa7cdfad1a5aaf8370ebeda47a1ff1c3,98036217e9945a2747e3f1b8d74d811a,c74d97b01eae257e44aa9d5bade97baf,c559da2ba967eb820766939a658022c8,41b1d51c9e3ba9a263361f9cfa0eb434,17,885fe656777008c335ac96072a45be15,296bd0cc6e735f9d7488ebc8fbc19130,1,1,12,1.0,2.0,3.0,2.0,2.0,2.0,4.0,6.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0
2023-07-18,c81e728d9d4c2f636f067f89cc14862c,316b9659adb27ee609130d146ce3d088,aab3238922bcc25a6f606eb525ffdc56,9701a1c165dd9420816bfec5edd6c2b1,c01c475ac8d447730ece97d846cc4f25,1,908c9a564a86426585b29f5335b619bc,429a86ff6336c144ddaf6144f52ab52c,1,1,8,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0,3.0,2.0,2.0,2.0,2.0,3.0,0.0,3.0,2.0,2.0,0.0,2.0,2.0
2023-07-18,f7e6c85504ce6e82442c770f7c8606f0,5ec76abb13b401b6eb46b1e0f8c8e8e9,c74d97b01eae257e44aa9d5bade97baf,a368b0de8b91cfb3f91892fbf1ebd4b2,8feef08314d477a5b68ba18a6d35819d,17,3202111cf90e7c816a472aaceb72b0df,32586311f16876abf92901085bd87b99,1,1,12,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,2.0,1.0
2023-07-18,16a5cdae362b8d27a1d8f8c7b78b4330,603c32f40317b3179730bb4d8a032f84,6512bd43d9caa6e02c990b0a82652dca,e58cc5ca94270acaceed13bc82dfedf7,aa50d6506c1e1b3f030c0b19962eb625,1,c1f75cc0f7fe269dd0fd9bd5e24f9586,296bd0cc6e735f9d7488ebc8fbc19130,1,2,8,2.0,1.0,4.0,3.0,3.0,7.0,2.0,3.0,1.0,6.0,2.0,1.0,4.0,9.0,2.0,1.0,1.0,3.0,7.0,2.0,2.0,6.0
2023-07-18,6364d3f0f495b6ab9dcf8d3b5c6e0b01,e8020d4d03c5daa52ef6d80cb1e81480,aab3238922bcc25a6f606eb525ffdc56,28fc2782ea7ef51c1104ccf7b9bea13d,b9d194b4fcd411b02eea6fe9f66bf427,1,b8b4b727d6f5d1b61fff7be687f7970f,da742b3cfca5388aaf9af28a726a3c30,1,1,12,2.0,3.0,1.0,10.0,8.0,5.0,4.0,6.0,4.0,2.0,12.0,12.0,6.0,2.0,4.0,1.0,4.0,2.0,3.0,4.0,3.0,3.0
2023-07-18,42a0e188f5033bc65bf8d78622277c4e,6d8bf88f6daf3b37de081afcf75ec6cf,c74d97b01eae257e44aa9d5bade97baf,c559da2ba967eb820766939a658022c8,e06f5ed77191826c212c30722f2cc5a2,17,b8b4b727d6f5d1b61fff7be687f7970f,da742b3cfca5388aaf9af28a726a3c30,1,1,12,21.0,15.0,43.0,42.0,31.0,22.0,23.0,14.0,23.0,25.0,21.0,29.0,24.0,21.0,13.0,15.0,25.0,29.0,30.0,14.0,20.0,9.0
2023-07-18,42a0e188f5033bc65bf8d78622277c4e,32cfba8a13694631a8418e4d246e55fa,aab3238922bcc25a6f606eb525ffdc56,46771d1f432b42343f56f791422a4991,38cc804f2e8d4b18785b84c68517eadf,1,b8b4b727d6f5d1b61fff7be687f7970f,da742b3cfca5388aaf9af28a726a3c30,1,1,12,1.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
2023-07-18,c81e728d9d4c2f636f067f89cc14862c,dfb085b0647b9ee8ce010670d1e30ab6,c74d97b01eae257e44aa9d5bade97baf,c559da2ba967eb820766939a658022c8,e06f5ed77191826c212c30722f2cc5a2,17,908c9a564a86426585b29f5335b619bc,429a86ff6336c144ddaf6144f52ab52c,1,1,8,1.0,6.0,4.0,1.0,6.0,3.0,4.0,7.0,6.0,1.0,1.0,4.0,6.0,7.0,6.0,4.0,4.0,7.0,7.0,6.0,1.0,7.0
2023-07-18,42a0e188f5033bc65bf8d78622277c4e,5d560ea997068115892d2f0bd7cf91c3,aab3238922bcc25a6f606eb525ffdc56,28fc2782ea7ef51c1104ccf7b9bea13d,a13b7a6b8e80d44d044c257a08ecccca,1,b8b4b727d6f5d1b61fff7be687f7970f,da742b3cfca5388aaf9af28a726a3c30,1,1,12,13.0,10.0,15.0,18.0,20.0,19.0,8.0,18.0,16.0,23.0,59.0,36.0,18.0,19.0,10.0,6.0,11.0,19.0,11.0,8.0,11.0,15.0
2023-07-18,16a5cdae362b8d27a1d8f8c7b78b4330,445ba14b96ef77934911701d9e5a0a08,aab3238922bcc25a6f606eb525ffdc56,28fc2782ea7ef51c1104ccf7b9bea13d,b3e70d072fc648f6934c288e44f5c35e,1,c1f75cc0f7fe269dd0fd9bd5e24f9586,296bd0cc6e735f9d7488ebc8fbc19130,1,2,8,2.0,1.0,2.0,2.0,2.0,2.0,1.0,8.0,1.0,1.0,4.0,1.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,0.0,2.0,2.0
2023-07-18,6364d3f0f495b6ab9dcf8d3b5c6e0b01,9d678e20f4a45c137a0492034506d432,aab3238922bcc25a6f606eb525ffdc56,9701a1c165dd9420816bfec5edd6c2b1,3d15a2a1c540356f9716dc265dd92382,1,b8b4b727d6f5d1b61fff7be687f7970f,da742b3cfca5388aaf9af28a726a3c30,1,1,12,7.0,9.0,4.0,7.0,8.0,4.0,10.0,5.0,5.0,6.0,3.0,7.0,7.0,8.0,3.0,5.0,4.0,8.0,7.0,4.0,7.0,2.0
2023-07-18,c81e728d9d4c2f636f067f89cc14862c,35071e7911b66b2f42bffca06f939598,aab3238922bcc25a6f606eb525ffdc56,186a157b2992e7daed3677ce8e9fe40f,aa36dc1d45661519a5bf923429776a83,1,908c9a564a86426585b29f5335b619bc,429a86ff6336c144ddaf6144f52ab52c,1,1,8,7.0,8.0,8.0,7.0,6.0,5.0,5.0,7.0,4.0,11.0,14.0,5.0,6.0,4.0,5.0,13.0,9.0,7.0,2.0,10.0,9.0,9.0
